passportArea,weight,currentTeamId,birthDate,height,role,wyId,foot,shortName
"{'name': 'Belgium', 'id': '56', 'alpha3code': 'BEL', 'alpha2code': 'BE'}",63,683.0,1992-06-17,176,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",37836,left,M. Lestienne
"{'name': 'Japan', 'id': '392', 'alpha3code': 'JPN', 'alpha2code': 'JP'}",74,,1983-03-20,185,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",37896,right,E. Kawashima
"{'name': 'Honduras', 'id': '340', 'alpha3code': 'HND', 'alpha2code': 'HN'}",79,756.0,1993-04-25,183,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",5147,right,Choco Lozano
"{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}",65,714.0,1996-06-18,170,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",234527,left,A. Halilovi\u0107
"{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}",76,3163.0,1995-07-07,192,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",234533,right,S. Perica
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",76,712.0,1993-02-23,183,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",169002,left,Diego Rico
"{'name': 'Dominican Republic', 'id': '214', 'alpha3code': 'DOM', 'alpha2code': 'DO'}",75,3766.0,1993-08-01,182,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",5167,right,Mariano D\u00edaz
"{'name': 'Mozambique', 'id': '508', 'alpha3code': 'MOZ', 'alpha2code': 'MZ'}",79,3774.0,1988-09-08,188,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",70711,right,Mexer
"{'name': 'Iceland', 'id': '352', 'alpha3code': 'ISL', 'alpha2code': 'IS'}",80,2481.0,1989-02-01,184,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",37948,right,A. Finnbogason
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",66,,1988-01-26,175,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",5195,left,Omar Ramos
"{'name': 'Belgium', 'id': '56', 'alpha3code': 'BEL', 'alpha2code': 'BE'}",74,3783.0,1992-02-09,188,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",38015,left,S. Peeters
"{'name': 'Belgium', 'id': '56', 'alpha3code': 'BEL', 'alpha2code': 'BE'}",68,1625.0,1991-06-28,181,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",38021,right,K. De Bruyne
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",73,684.0,1989-01-06,178,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",5268,right,Sergio Le\u00f3n
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",73,678.0,1984-11-04,178,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",5290,right,Mikel Rico
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",82,9138.0,1989-06-16,181,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",5295,right,O. Ighalo
"{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}",70,3219.0,1991-05-21,170,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",70834,left,Guilherme
"{'name': 'Ghana', 'id': '288', 'alpha3code': 'GHA', 'alpha2code': 'GH'}",74,2481.0,1990-10-18,175,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",38079,right,D. Opare
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",90,2455.0,1987-05-15,193,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",38082,left,Felipe
"{'name': 'Iceland', 'id': '352', 'alpha3code': 'ISL', 'alpha2code': 'IS'}",75,1614.0,1988-05-27,178,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",38084,right,B. Bjarnason
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",72,2455.0,1994-04-23,183,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",224801,right,I. Bebou
"{'name': 'Congo DR', 'id': '180', 'alpha3code': 'COD', 'alpha2code': 'CD'}",78,674.0,1993-10-02,185,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",38093,right,M. Batshuayi
"{'name': 'Nigeria', 'id': '566', 'alpha3code': 'NGA', 'alpha2code': 'NG'}",65,714.0,1993-10-24,178,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",38094,right,I. Ezekiel
"{'name': 'Togo', 'id': '764', 'alpha3code': 'TGO', 'alpha2code': 'TG'}",79,,1987-05-07,177,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",38095,right,S. Gakp\u00e9
"{'name': 'Russia', 'id': '643', 'alpha3code': 'RUS', 'alpha2code': 'RU'}",85,13888.0,1993-07-29,192,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",103668,right,I. Kutepov
"{'name': 'Russia', 'id': '643', 'alpha3code': 'RUS', 'alpha2code': 'RU'}",72,13888.0,1994-02-11,182,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",103682,right,R. Zobnin
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",69,695.0,1989-11-07,179,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",5383,left,To\u00f1o
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",75,691.0,1992-04-07,180,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",5400,left,Gerard Moreno
"{'name': 'Cape Verde Islands', 'id': '132', 'alpha3code': 'CPV', 'alpha2code': 'CV'}",84,682.0,1994-04-04,189,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",70956,right,R\u00faben Semedo
"{'name': 'Portugal', 'id': '620', 'alpha3code': 'PRT', 'alpha2code': 'PT'}",68,3776.0,1994-05-01,178,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",70959,right,Edgar I\u00e9
"{'name': 'Angola', 'id': '24', 'alpha3code': 'AGO', 'alpha2code': 'AO'}",67,3161.0,1993-01-19,173,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",70965,right,Jo\u00e3o M\u00e1rio
"{'name': 'Japan', 'id': '392', 'alpha3code': 'JPN', 'alpha2code': 'JP'}",72,2462.0,1996-08-05,180,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",365880,right,D. Kamada
"{'name': 'Portugal', 'id': '620', 'alpha3code': 'PRT', 'alpha2code': 'PT'}",64,3193.0,1994-07-10,174,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",70974,left,Iuri Medeiros
"{'name': 'Portugal', 'id': '620', 'alpha3code': 'PRT', 'alpha2code': 'PT'}",70,2975.0,1994-10-24,173,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",70975,right,Bruma
"{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}",74,3766.0,1989-02-19,178,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",70981,left,Mar\u00e7al
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",70,3185.0,1995-03-18,180,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",300373,left,A. Barreca
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",75,683.0,1989-04-14,183,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",5472,right,Luis Hern\u00e1ndez
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",75,701.0,1990-05-24,180,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",5542,right,Dani Garc\u00eda
"{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}",75,3772.0,1997-02-26,171,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",300485,left,Malcom
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",77,712.0,1984-07-07,183,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",5653,right,M. Mantovani
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",73,,1991-09-26,177,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",28251,,D. Alcibiade
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",70,696.0,1988-03-24,184,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",38436,left,C. Santos
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",86,698.0,1990-05-24,185,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",5677,right,Bruno
"{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}",65,756.0,1998-05-09,178,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",443324,right,Douglas Luiz
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",0,2455.0,1998-05-16,186,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",366197,right,M. S\u00fcndermann
"{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}",71,3163.0,1997-08-11,180,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",300669,right,A. Bali\u0107
"{'name': 'Bosnia-Herzegovina', 'id': '70', 'alpha3code': 'BIH', 'alpha2code': 'BA'}",85,3193.0,1987-02-11,190,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",38532,left,E. Zukanovi\u0107
"{'name': 'Ghana', 'id': '288', 'alpha3code': 'GHA', 'alpha2code': 'GH'}",89,2481.0,1998-09-19,190,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",366217,right,K. Danso
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",67,683.0,1994-01-24,175,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",5791,left,Juanpi
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",85,2449.0,1996-09-30,193,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",333477,right,A. N\u00fcbel
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",66,3219.0,1995-04-12,176,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",284960,right,L. Venuti
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",72,3766.0,2001-08-16,185,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",497355,right,W. Geubbels
"{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}",76,19830.0,1996-03-28,184,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",300784,left,Jorge
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",64,1609.0,1996-02-11,168,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",333571,right,L. Torreira
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",71,714.0,1995-01-20,181,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",5907,right,Sergi Samper
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",72,680.0,1995-07-09,175,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",5911,right,Sandro
"{'name': 'Algeria', 'id': '12', 'alpha3code': 'DZA', 'alpha2code': 'DZ'}",65,3187.0,1996-11-11,172,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",300830,left,A. Ounas
"{'name': 'Cameroon', 'id': '120', 'alpha3code': 'CMR', 'alpha2code': 'CM'}",77,756.0,1998-04-17,182,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",366374,left,K. Soni
"{'name': 'Cameroon', 'id': '120', 'alpha3code': 'CMR', 'alpha2code': 'CM'}",78,3771.0,1995-11-16,184,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",366401,right,A. Zambo Anguissa
"{'name': 'Czech Republic', 'id': '203', 'alpha3code': 'CZE', 'alpha2code': 'CZ'}",82,3193.0,1994-01-09,196,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",137041,right,L. Zima
"{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}",79,3197.0,1995-01-20,187,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",137048,right,S. Simi\u010d
"{'name': 'Bosnia-Herzegovina', 'id': '70', 'alpha3code': 'BIH', 'alpha2code': 'BA'}",80,4535.0,1994-05-06,189,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",268180,left,R. Baji\u0107
"{'name': 'Austria', 'id': '40', 'alpha3code': 'AUT', 'alpha2code': 'AT'}",72,2975.0,1997-05-27,180,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",282804,right,K. Laimer
"{'name': 'Romania', 'id': '642', 'alpha3code': 'ROU', 'alpha2code': 'RO'}",80,3194.0,1995-02-03,189,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",137143,left,D. Boldor
"{'name': 'Senegal', 'id': '686', 'alpha3code': 'SEN', 'alpha2code': 'SN'}",72,2460.0,1996-05-04,188,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",235450,left,A. Diallo
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",85,3787.0,1998-06-06,180,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",366528,right,D. Bertaud
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",75,3799.0,1998-01-17,183,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",366542,right,J. Reine-Adelaide
"{'name': 'South Africa', 'id': '710', 'alpha3code': 'ZAF', 'alpha2code': 'ZA'}",80,3776.0,1996-01-28,182,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",366546,right,L. Mothiba
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",77,3774.0,1997-04-24,182,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",301013,right,J. Gelin
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",68,3775.0,1997-09-22,173,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",301016,left,R. Perraud
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",88,3785.0,1997-08-06,192,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",301017,right,M. Thuram
"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",75,3777.0,1997-04-03,190,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",366563,right,V. Selimovic
"{'name': 'Portugal', 'id': '620', 'alpha3code': 'PRT', 'alpha2code': 'PT'}",89,1625.0,1993-08-17,187,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",71654,left,Ederson
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",74,3774.0,1998-07-06,170,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",366571,left,F. Maouassa
"{'name': ""C\\u00f4te d'Ivoire"", 'id': '384', 'alpha3code': 'CIV', 'alpha2code': 'CI'}",89,3774.0,1997-01-13,182,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",366581,right,J. Gnagnon
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",77,701.0,1995-02-10,186,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",279555,right,Iv\u00e1n Alejo
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",78,677.0,1993-04-11,180,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",6165,right,F. Andone
"{'name': 'Sweden', 'id': '752', 'alpha3code': 'SWE', 'alpha2code': 'SE'}",81,1611.0,1994-07-17,187,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",71703,right,V. Lindel\u00f6f
"{'name': 'Jamaica', 'id': '388', 'alpha3code': 'JAM', 'alpha2code': 'JM'}",83,1610.0,1996-01-23,191,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",235555,right,R. Loftus-Cheek
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",75,756.0,1987-12-16,179,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",6210,right,Aday
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",87,2445.0,1996-03-04,190,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",235597,right,T. Baumgartl
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",75,3158.0,1994-06-29,180,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",137298,left,J. Silva
"{'name': 'Burundi', 'id': '108', 'alpha3code': 'BDI', 'alpha2code': 'BI'}",76,2449.0,1996-09-21,186,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",235606,right,T. Kehrer
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",80,3163.0,1992-08-10,186,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",333913,left,K. Lasagna
"{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}",89,3204.0,1996-07-15,195,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",350569,right,L. \u0160imi\u0107
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",70,712.0,1992-06-24,176,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",6281,right,Zald\u00faa
"{'name': 'Bosnia-Herzegovina', 'id': '70', 'alpha3code': 'BIH', 'alpha2code': 'BA'}",77,6411.0,1993-08-19,187,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",6292,right,K. Kodro
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",67,3799.0,1996-04-10,175,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",366760,right,L. Coulibaly
"{'name': 'Finland', 'id': '246', 'alpha3code': 'FIN', 'alpha2code': 'FI'}",80,3783.0,1999-07-17,180,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",399576,right,T. Stavitski
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",72,712.0,1989-01-04,184,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",6363,right,Serantes
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",74,712.0,1992-02-02,175,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",6365,right,Bustinza
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",71,712.0,1990-03-22,180,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",6370,right,Eraso
"{'name': 'Eritrea', 'id': '232', 'alpha3code': 'ERI', 'alpha2code': 'ER'}",74,2447.0,1999-09-21,190,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",399599,right,A. Isak
"{'name': 'Argentina', 'id': '32', 'alpha3code': 'ARG', 'alpha2code': 'AR'}",70,683.0,1995-03-25,175,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",399673,right,E. Rol\u00f3n
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",72,682.0,1996-02-22,179,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",399676,right,Pablo Fornals
"{'name': 'Guinea', 'id': '324', 'alpha3code': 'GIN', 'alpha2code': 'GN'}",75,3780.0,1994-01-01,180,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",203113,left,I. Sylla
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",72,712.0,1989-04-30,175,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",6513,left,Ra\u00fal Garc\u00eda
"{'name': 'Slovakia', 'id': '703', 'alpha3code': 'SVK', 'alpha2code': 'SK'}",86,,1981-12-10,188,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",101616,left,J. \u010eurica
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",80,,1995-01-21,185,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",6577,right,Pedro L\u00f3pez
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",71,3774.0,1998-08-11,173,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",367146,right,N. Janvier
"{'name': 'Mauritania', 'id': '478', 'alpha3code': 'MRT', 'alpha2code': 'MR'}",84,3779.0,1996-10-21,193,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",301635,right,B. Kamara
"{'name': 'Senegal', 'id': '686', 'alpha3code': 'SEN', 'alpha2code': 'SN'}",71,3777.0,1999-03-11,187,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",498357,right,I. Niane
"{'name': 'Nigeria', 'id': '566', 'alpha3code': 'NGA', 'alpha2code': 'NG'}",84,3197.0,1992-05-07,198,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",72397,right,Simy
"{'name': 'Guinea', 'id': '324', 'alpha3code': 'GIN', 'alpha2code': 'GN'}",77,3772.0,1996-05-01,175,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",334552,right,F. Kamano
"{'name': 'Russia', 'id': '643', 'alpha3code': 'RUS', 'alpha2code': 'RU'}",73,13897.0,1989-09-01,180,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",101704,right,A. Yusupov
"{'name': 'Finland', 'id': '246', 'alpha3code': 'FIN', 'alpha2code': 'FI'}",80,3204.0,1994-06-05,190,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",170738,right,S. V\u00e4is\u00e4nen
"{'name': 'Russia', 'id': '643', 'alpha3code': 'RUS', 'alpha2code': 'RU'}",74,13885.0,1991-03-19,181,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",101705,right,A. Kokorin
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",82,695.0,1992-10-10,189,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",6914,right,\u00c1lex Alegr\u00eda
"{'name': 'Chile', 'id': '152', 'alpha3code': 'CHL', 'alpha2code': 'CL'}",81,692.0,1986-10-24,185,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",269060,left,P. Hern\u00e1ndez
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",71,696.0,1991-05-23,173,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",6925,left,H\u00e9ctor
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",76,2449.0,1993-09-09,187,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",6950,right,Pablo \u00cdnsua
"{'name': 'Russia', 'id': '643', 'alpha3code': 'RUS', 'alpha2code': 'RU'}",80,13887.0,1990-02-09,187,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",101707,right,F. Smolov
"{'name': 'Argentina', 'id': '32', 'alpha3code': 'ARG', 'alpha2code': 'AR'}",76,3176.0,1995-07-05,180,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",269152,right,G. Simeone
"{'name': 'Colombia', 'id': '170', 'alpha3code': 'COL', 'alpha2code': 'CO'}",74,12057.0,1993-10-16,178,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",246928,right,W. Barrios
"{'name': 'Ukraine', 'id': '804', 'alpha3code': 'UKR', 'alpha2code': 'UA'}",77,4510.0,1982-10-22,184,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",105328,right,O. Kucher
"{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}",75,1610.0,1988-08-09,175,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",105333,right,Willian
"{'name': 'Portugal', 'id': '620', 'alpha3code': 'PRT', 'alpha2code': 'PT'}",65,3159.0,1990-09-14,170,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",105334,left,Douglas Costa
"{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}",67,1625.0,1985-05-04,179,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",105339,right,Fernandinho
"{'name': 'Algeria', 'id': '12', 'alpha3code': 'DZA', 'alpha2code': 'DZ'}",75,3774.0,1995-04-16,186,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",334720,left,R. Bensebaini
"{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}",77,3165.0,1994-10-02,184,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",269188,left,P. Jaroszy\u0144ski
"{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}",62,2453.0,1996-12-23,179,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",269189,right,B. Kapustka
"{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}",78,3157.0,1987-07-17,186,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",105361,left,I. Strini\u0107
"{'name': 'Ukraine', 'id': '804', 'alpha3code': 'UKR', 'alpha2code': 'UA'}",78,2449.0,1989-09-29,178,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",105378,right,Y. Konoplyanka
"{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}",73,3164.0,1995-02-02,176,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",138174,right,K. Linetty
"{'name': 'Argentina', 'id': '32', 'alpha3code': 'ARG', 'alpha2code': 'AR'}",80,692.0,1996-02-28,180,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",334817,right,L. Boy\u00e9
"{'name': 'Switzerland', 'id': '756', 'alpha3code': 'CHE', 'alpha2code': 'CH'}",78,2454.0,1996-09-30,189,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",236528,right,N. Elvedi
